Date,Open,High,Low,Close,Adj Close,Volume
2017-01-03,115.800003,116.33000200000001,114.760002,116.150002,113.41026299999999,28781900
2017-01-04,115.849998,116.510002,115.75,116.019997,113.28333300000001,21118100
2017-01-05,115.91999799999999,116.860001,115.809998,116.610001,113.859421,22193600
2017-01-06,116.779999,118.160004,116.470001,117.910004,115.12876100000001,31751900
2017-01-09,117.949997,119.43,117.940002,118.989998,116.183273,33561900
2017-01-10,118.769997,119.379997,118.300003,119.110001,116.30043799999999,24462100
2017-01-11,118.739998,119.93,118.599998,119.75,116.92534599999999,27588600
2017-01-12,118.900002,119.300003,118.209999,119.25,116.437141,27086200
2017-01-13,119.110001,119.620003,118.809998,119.040001,116.232101,26111900
2017-01-17,118.339996,120.239998,118.220001,120.0,117.169449,34439800
2017-01-18,120.0,120.5,119.709999,119.989998,117.159683,23713000
2017-01-19,119.400002,120.089996,119.370003,119.779999,116.95463600000001,25597300
2017-01-20,120.449997,120.449997,119.730003,120.0,117.169449,32597900
2017-01-23,120.0,120.809998,119.769997,120.08000200000001,117.24756599999999,22050200
2017-01-24,119.550003,120.099998,119.5,119.970001,117.14016000000001,23211000
2017-01-25,120.41999799999999,122.099998,120.279999,121.879997,119.005104,32377600
2017-01-26,121.66999799999999,122.440002,121.599998,121.940002,119.063698,26337600
2017-01-27,122.139999,122.349998,121.599998,121.949997,119.07345600000001,20562900
2017-01-30,120.93,121.629997,120.660004,121.629997,118.761009,30377500
2017-01-31,121.150002,121.389999,120.620003,121.349998,118.487602,49201000
2017-02-01,127.029999,130.490005,127.010002,128.75,125.71305100000001,111985000
2017-02-02,127.980003,129.389999,127.779999,128.529999,125.498253,33710400
2017-02-03,128.309998,129.190002,128.16000400000001,129.080002,126.03526299999999,24507300
2017-02-06,129.130005,130.5,128.899994,130.28999299999998,127.21672099999999,26845900
2017-02-07,130.53999299999998,132.08999599999999,130.449997,131.529999,128.427475,38183800
2017-02-08,131.350006,132.220001,131.220001,132.03999299999998,128.925446,23004100
2017-02-09,131.649994,132.449997,131.119995,132.419998,129.857056,28349900
2017-02-10,132.46000700000002,132.940002,132.050003,132.119995,129.56286599999999,20065500
2017-02-13,133.080002,133.820007,132.75,133.28999299999998,130.71018999999998,23035400
2017-02-14,133.470001,135.08999599999999,133.25,135.020004,132.406754,33226200
2017-02-15,135.520004,136.270004,134.619995,135.509995,132.88725300000002,35623100
2017-02-16,135.669998,135.899994,134.83999599999999,135.350006,132.730377,22584600
2017-02-17,135.100006,135.830002,135.100006,135.720001,133.09321599999998,22198200
2017-02-21,136.229996,136.75,135.979996,136.699997,134.054214,24507200
2017-02-22,136.429993,137.119995,136.110001,137.110001,134.456299,20836900
2017-02-23,137.380005,137.479996,136.300003,136.529999,133.88751200000002,20788200
2017-02-24,135.91000400000001,136.66000400000001,135.279999,136.66000400000001,134.01501499999998,21776600
2017-02-27,137.139999,137.440002,136.279999,136.929993,134.279785,20257400
2017-02-28,137.080002,137.440002,136.699997,136.990005,134.33862299999998,23482900
2017-03-01,137.889999,140.149994,137.600006,139.78999299999998,137.08441200000001,36414600
2017-03-02,140.0,140.279999,138.759995,138.96000700000002,136.270508,26211000
2017-03-03,138.779999,139.830002,138.58999599999999,139.779999,137.074615,21108100
2017-03-06,139.369995,139.770004,138.600006,139.33999599999999,136.643127,21750000
2017-03-07,139.059998,139.979996,138.78999299999998,139.520004,136.819656,17446300
2017-03-08,138.949997,139.800003,138.820007,139.0,136.309723,18707200
2017-03-09,138.740005,138.78999299999998,137.050003,138.679993,135.995895,22155900
2017-03-10,139.25,139.360001,138.639999,139.139999,136.44700600000002,19612800
2017-03-13,138.850006,139.429993,138.820007,139.199997,136.505829,17421700
2017-03-14,139.300003,139.649994,138.83999599999999,138.990005,136.299911,15309100
2017-03-15,139.41000400000001,140.75,139.029999,140.46000700000002,137.74147,25691800
2017-03-16,140.720001,141.020004,140.259995,140.690002,137.96698,19232000
2017-03-17,141.0,141.0,139.889999,139.990005,137.280563,43885000
2017-03-20,140.399994,141.5,140.229996,141.46000700000002,138.72212199999998,21542000
2017-03-21,142.110001,142.800003,139.729996,139.83999599999999,137.133453,39529900
2017-03-22,139.850006,141.600006,139.759995,141.419998,138.682877,25860200
2017-03-23,141.259995,141.580002,140.610001,140.919998,138.192551,20346300
2017-03-24,141.5,141.740005,140.350006,140.639999,137.91798400000002,22395600
2017-03-27,139.389999,141.220001,138.619995,140.880005,138.15333600000002,23575100
2017-03-28,140.91000400000001,144.03999299999998,140.619995,143.800003,141.01681499999998,33374800
2017-03-29,143.679993,144.490005,143.190002,144.119995,141.330612,29190000
2017-03-30,144.190002,144.5,143.5,143.929993,141.14428700000002,21207300
2017-03-31,143.720001,144.270004,143.009995,143.66000400000001,140.879517,19661700
2017-04-03,143.71000700000002,144.119995,143.050003,143.699997,140.91876200000002,19985700
2017-04-04,143.25,144.889999,143.169998,144.770004,141.96803300000002,19891400
2017-04-05,144.220001,145.46000700000002,143.809998,144.020004,141.232559,27717900
2017-04-06,144.28999299999998,144.520004,143.449997,143.66000400000001,140.879517,21149000
2017-04-07,143.729996,144.179993,143.270004,143.33999599999999,140.565704,16672200
2017-04-10,143.600006,143.880005,142.899994,143.169998,140.399017,18933400
2017-04-11,142.940002,143.350006,140.059998,141.630005,138.888809,30379400
2017-04-12,141.600006,142.149994,141.009995,141.800003,139.055542,20350000
2017-04-13,141.91000400000001,142.380005,141.050003,141.050003,138.32003799999998,17822900
2017-04-17,141.479996,141.880005,140.869995,141.830002,139.084946,16582100
2017-04-18,141.41000400000001,142.03999299999998,141.110001,141.199997,138.46713300000002,14697500
2017-04-19,141.880005,142.0,140.449997,140.679993,137.957184,17328400
2017-04-20,141.220001,142.919998,141.16000400000001,142.440002,139.683151,23319600
2017-04-21,142.440002,142.679993,141.850006,142.270004,139.516418,17320900
2017-04-24,143.5,143.949997,143.179993,143.639999,140.85990900000002,17134300
2017-04-25,143.91000400000001,144.899994,143.869995,144.529999,141.732681,18871500
2017-04-26,144.470001,144.600006,143.380005,143.679993,140.899139,20041200
2017-04-27,143.919998,144.16000400000001,143.309998,143.78999299999998,141.007004,14246300
2017-04-28,144.08999599999999,144.300003,143.270004,143.649994,140.869705,20860400
2017-05-01,145.100006,147.199997,144.96000700000002,146.580002,143.74301100000002,33602900
2017-05-02,147.53999299999998,148.08999599999999,146.83999599999999,147.509995,144.654999,45352200
2017-05-03,145.58999599999999,147.490005,144.270004,147.059998,144.21371499999998,45697000
2017-05-04,146.520004,147.139999,145.809998,146.529999,143.693954,23371900
2017-05-05,146.759995,148.979996,146.759995,148.96000700000002,146.07693500000002,27327700
2017-05-08,149.029999,153.699997,149.029999,153.009995,150.04853799999998,48752400
2017-05-09,153.869995,154.880005,153.449997,153.990005,151.009598,39130400
2017-05-10,153.630005,153.940002,152.110001,153.259995,150.293716,25805700
2017-05-11,152.449997,154.070007,152.309998,153.949997,151.593491,27255100
2017-05-12,154.699997,156.419998,154.669998,156.100006,153.710602,32527000
2017-05-15,156.009995,156.649994,155.050003,155.699997,153.31672700000001,26009700
2017-05-16,155.940002,156.059998,154.720001,155.470001,153.090256,20048500
2017-05-17,153.600006,154.570007,149.71000700000002,150.25,147.95015,50767700
2017-05-18,151.270004,153.33999599999999,151.130005,152.53999299999998,150.20507800000001,33568200
2017-05-19,153.380005,153.979996,152.630005,153.059998,150.71713300000002,26960800
2017-05-22,154.0,154.580002,152.91000400000001,153.990005,151.632904,22966400
2017-05-23,154.899994,154.899994,153.309998,153.800003,151.445801,19918900
2017-05-24,153.83999599999999,154.169998,152.669998,153.33999599999999,150.992844,19178000
2017-05-25,153.729996,154.350006,153.029999,153.869995,151.514725,19235600
2017-05-26,154.0,154.240005,153.309998,153.610001,151.258728,21701100
2017-05-30,153.419998,154.429993,153.330002,153.669998,151.317795,20126900
2017-05-31,153.970001,154.169998,152.380005,152.759995,150.421722,24451200
2017-06-01,153.169998,153.330002,152.220001,153.179993,150.835281,16404100
2017-06-02,153.580002,155.449997,152.889999,155.449997,153.070541,27770700
2017-06-05,154.33999599999999,154.449997,153.46000700000002,153.929993,151.57380700000002,25331700
2017-06-06,153.899994,155.809998,153.779999,154.449997,152.085846,26624900
2017-06-07,155.020004,155.979996,154.479996,155.369995,152.991776,21069600
2017-06-08,155.25,155.53999299999998,154.399994,154.990005,152.61758400000002,21250800
2017-06-09,155.190002,155.190002,146.020004,148.979996,146.69957,64882700
2017-06-12,145.740005,146.08999599999999,142.509995,145.419998,143.19409199999998,72307300
2017-06-13,147.16000400000001,147.449997,145.149994,146.58999599999999,144.34616100000002,34165400
2017-06-14,147.5,147.5,143.83999599999999,145.16000400000001,142.938065,31531200
2017-06-15,143.320007,144.479996,142.21000700000002,144.28999299999998,142.08136000000002,32165400
2017-06-16,143.779999,144.5,142.199997,142.270004,140.0923,50361100
2017-06-19,143.66000400000001,146.740005,143.66000400000001,146.33999599999999,144.099991,32541400
2017-06-20,146.869995,146.869995,144.940002,145.009995,142.790359,24900100
2017-06-21,145.520004,146.070007,144.610001,145.869995,143.637177,21265800
2017-06-22,145.770004,146.699997,145.119995,145.630005,143.400879,19106300
2017-06-23,145.130005,147.16000400000001,145.110001,146.279999,144.040924,35439400
2017-06-26,147.169998,148.279999,145.380005,145.820007,143.587967,25692400
2017-06-27,145.009995,146.16000400000001,143.619995,143.729996,141.529938,24761900
2017-06-28,144.490005,146.110001,143.16000400000001,145.830002,143.597794,22082400
2017-06-29,144.71000700000002,145.130005,142.279999,143.679993,141.48071299999998,31499400
2017-06-30,144.449997,144.96000700000002,143.779999,144.020004,141.815506,23024100
2017-07-03,144.880005,145.300003,143.100006,143.5,141.30346699999998,14258300
2017-07-05,143.690002,144.78999299999998,142.720001,144.08999599999999,141.88443,21569600
2017-07-06,143.020004,143.5,142.41000400000001,142.729996,140.54525800000002,24128800
2017-07-07,142.899994,144.75,142.899994,144.179993,141.973053,19201700
2017-07-10,144.110001,145.949997,143.369995,145.059998,142.839584,21090600
2017-07-11,144.729996,145.850006,144.380005,145.529999,143.302399,19781800
2017-07-12,145.869995,146.179993,144.820007,145.740005,143.509186,24884500
2017-07-13,145.5,148.490005,145.440002,147.770004,145.508102,25199400
2017-07-14,147.970001,149.330002,147.330002,149.03999299999998,146.75863600000002,20132100
2017-07-17,148.820007,150.899994,148.570007,149.559998,147.27070600000002,23793500
2017-07-18,149.199997,150.130005,148.669998,150.080002,147.78276100000002,17868800
2017-07-19,150.479996,151.419998,149.949997,151.020004,148.708359,20923000
2017-07-20,151.5,151.740005,150.190002,150.33999599999999,148.038757,17243700
2017-07-21,149.990005,150.440002,148.880005,150.270004,147.969849,26252600
2017-07-24,150.580002,152.440002,149.899994,152.08999599999999,149.761978,21493200
2017-07-25,151.800003,153.83999599999999,151.800003,152.740005,150.402039,18853900
2017-07-26,153.350006,153.929993,153.059998,153.46000700000002,151.111023,15781000
2017-07-27,153.75,153.990005,147.300003,150.559998,148.255402,32476300
2017-07-28,149.889999,150.229996,149.190002,149.5,147.211624,17213700
2017-07-31,149.899994,150.330002,148.130005,148.729996,146.4534,19845900
2017-08-01,149.100006,150.220001,148.41000400000001,150.050003,147.753204,35368600
2017-08-02,159.279999,159.75,156.16000400000001,157.139999,154.73466499999998,69936800
2017-08-03,157.050003,157.21000700000002,155.020004,155.570007,153.188705,27097300
2017-08-04,156.070007,157.399994,155.690002,156.389999,153.99614,20559900
2017-08-07,157.059998,158.919998,156.669998,158.809998,156.37912,21870300
2017-08-08,158.600006,161.830002,158.270004,160.080002,157.629684,36205900
2017-08-09,159.259995,161.270004,159.110001,161.059998,158.594666,26131500
2017-08-10,159.899994,160.0,154.630005,155.320007,153.543152,40804300
2017-08-11,156.600006,158.570007,156.070007,157.479996,155.678436,26257100
2017-08-14,159.320007,160.21000700000002,158.75,159.850006,158.02131699999998,22122700
2017-08-15,160.66000400000001,162.199997,160.139999,161.600006,159.751297,29465500
2017-08-16,161.940002,162.509995,160.149994,160.949997,159.108719,27671600
2017-08-17,160.520004,160.71000700000002,157.83999599999999,157.860001,156.054092,27940600
2017-08-18,157.860001,159.5,156.720001,157.5,155.698212,27428100
2017-08-21,157.5,157.889999,155.110001,157.21000700000002,155.41153,26368500
2017-08-22,158.229996,160.0,158.020004,159.779999,157.95211799999998,21604600
2017-08-23,159.070007,160.470001,158.880005,159.979996,158.149826,19399100
2017-08-24,160.429993,160.740005,158.550003,159.270004,157.44795200000002,19818900
2017-08-25,159.649994,160.559998,159.270004,159.860001,158.03118899999998,25480100
2017-08-28,160.139999,162.0,159.929993,161.470001,159.62278700000002,25966000
2017-08-29,160.100006,163.119995,160.0,162.91000400000001,161.046326,29516900
2017-08-30,163.800003,163.889999,162.610001,163.350006,161.481277,27269600
2017-08-31,163.639999,164.520004,163.479996,164.0,162.12384,26785100
2017-09-01,164.800003,164.940002,163.630005,164.050003,162.173279,16591100
2017-09-05,163.75,164.25,160.559998,162.080002,160.22581499999998,29468500
2017-09-06,162.71000700000002,162.990005,160.520004,161.91000400000001,160.05775500000001,21651700
2017-09-07,162.08999599999999,162.240005,160.360001,161.259995,159.415192,21928500
2017-09-08,160.860001,161.149994,158.529999,158.630005,156.815277,28611500
2017-09-11,160.5,162.050003,159.889999,161.5,159.652451,31085900
2017-09-12,162.610001,163.96000700000002,158.770004,160.860001,159.01976000000002,71714000
2017-09-13,159.869995,159.96000700000002,157.91000400000001,159.649994,157.823593,44907400
2017-09-14,158.990005,159.399994,158.08999599999999,158.279999,156.469269,23760700
2017-09-15,158.470001,160.970001,158.0,159.880005,158.050964,49114600
2017-09-18,160.110001,160.5,158.0,158.669998,156.85481299999998,28269400
2017-09-19,159.509995,159.770004,158.440002,158.729996,156.914124,20810600
2017-09-20,157.899994,158.259995,153.830002,156.070007,154.284561,52951400
2017-09-21,155.800003,155.800003,152.75,153.389999,151.635208,37511700
2017-09-22,151.53999299999998,152.270004,150.559998,151.889999,150.15239,46645400
2017-09-25,149.990005,151.830002,149.16000400000001,150.550003,148.827698,44387300
2017-09-26,151.779999,153.919998,151.690002,153.139999,151.38806200000002,36660000
2017-09-27,153.800003,154.720001,153.53999299999998,154.229996,152.465607,25504200
2017-09-28,153.889999,154.279999,152.699997,153.279999,151.526474,22005500
2017-09-29,153.21000700000002,154.130005,152.0,154.119995,152.35685700000002,26299800
2017-10-02,154.259995,154.449997,152.720001,153.809998,152.050415,18698800
2017-10-03,154.009995,155.08999599999999,153.91000400000001,154.479996,152.712738,16230300
2017-10-04,153.630005,153.860001,152.46000700000002,153.479996,151.724197,20163800
2017-10-05,154.179993,155.440002,154.050003,155.389999,153.612335,21283800
2017-10-06,154.970001,155.490005,154.559998,155.300003,153.52336100000002,17407600
2017-10-09,155.809998,156.729996,155.490005,155.83999599999999,154.057175,16262900
2017-10-10,156.059998,158.0,155.100006,155.899994,154.116486,15617000
2017-10-11,155.970001,156.979996,155.75,156.550003,154.759079,16905600
2017-10-12,156.350006,157.369995,155.729996,156.0,154.215363,16125100
2017-10-13,156.729996,157.279999,156.41000400000001,156.990005,155.194031,16394200
2017-10-16,157.899994,160.0,157.649994,159.880005,158.050964,24121500
2017-10-17,159.779999,160.869995,159.229996,160.470001,158.63421599999998,18997300
2017-10-18,160.419998,160.71000700000002,159.600006,159.759995,157.932343,16374200
2017-10-19,156.75,157.080002,155.020004,155.979996,154.195572,42584200
2017-10-20,156.610001,157.75,155.96000700000002,156.25,154.462494,23974100
2017-10-23,156.889999,157.690002,155.5,156.169998,154.383408,21984300
2017-10-24,156.28999299999998,157.419998,156.199997,157.100006,155.302765,17757200
2017-10-25,156.91000400000001,157.550003,155.270004,156.41000400000001,154.62068200000002,21207100
2017-10-26,157.229996,157.830002,156.779999,157.41000400000001,155.609222,17000500
2017-10-27,159.28999299999998,163.600006,158.699997,163.050003,161.184708,44454200
2017-10-30,163.889999,168.070007,163.720001,166.720001,164.812729,44700800
2017-10-31,167.899994,169.649994,166.940002,169.03999299999998,167.106186,36046800
2017-11-01,169.869995,169.940002,165.610001,166.889999,164.980774,33637800
2017-11-02,166.600006,168.5,165.279999,168.110001,166.18682900000002,41393400
2017-11-03,174.0,174.259995,171.119995,172.5,170.52659599999998,59398600
2017-11-06,172.369995,174.990005,171.720001,174.25,172.256577,35026300
2017-11-07,173.91000400000001,175.25,173.600006,174.809998,172.81016499999998,24361500
2017-11-08,174.66000400000001,176.240005,174.330002,176.240005,174.22383100000002,24409500
2017-11-09,175.110001,176.100006,173.139999,175.880005,173.86795,29482600
2017-11-10,175.110001,175.380005,174.270004,174.669998,173.29251100000002,25145500
2017-11-13,173.5,174.5,173.399994,173.970001,172.598022,16982100
2017-11-14,173.03999299999998,173.479996,171.179993,171.33999599999999,169.988754,24782500
2017-11-15,169.970001,170.320007,168.380005,169.080002,167.74658200000002,29158100
2017-11-16,171.179993,171.869995,170.300003,171.100006,169.75067099999998,23637500
